Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
SAAT01;Sac.-Arve-La Tour;PLAN-LES-OUATES;CH;;46.159733, 6.125017;N
SADN00;Sauverny-Douane;VERSOIX;CH;8595670;46.3111, 6.120529;Y
SADN02;Sauverny-Douane;VERSOIX;CH;8595670;46.311733, 6.12074;N
SALV01;Salève;CHÊNE-BOURG;CH;8592714;46.205368, 6.206588;N
SAMA00;Sauverny-Martinet;VERSOIX;CH;8595671;46.313976, 6.123213;Y
SAND01;Saint-André;ANNEMASSE;FR;8595854;46.190853, 6.23368;N
SAUT03;Hôpital;GENÈVE;CH;8592837;46.194775, 6.149534;N
SAUV00;Sauverny;SAUVERNY;FR;;46.31432, 6.1089;N
SAUV01;Sauverny;SAUVERNY;FR;;46.314598, 6.107857;N
SAVS01;Savoises;GENÈVE;CH;8592901;46.20097, 6.137809;N
SCAS00;Sous-Cassan;ANNEMASSE;FR;8595856;46.194752, 6.251148;N
SCEC01;Sainte-Cécile;MEYRIN;CH;8593019;46.235424, 6.083089;Y
SCEC03;Sainte-Cécile;MEYRIN;CH;8593019;;N
SCHA00;Seuchat;COLLEX-BOSSY;CH;8592722;46.274082, 6.122517;Y
SCLO00;Sainte-Clotilde;GENÈVE;CH;8592908;46.199879, 6.132639;Y
SCLO01;Sainte-Clotilde;GENÈVE;CH;8592908;46.199306, 6.133443;Y
SCLO99;Sainte-Clotilde;GENÈVE;CH;8592908;46.199261, 6.132382;N
SECH01;Perle du Lac;GENÈVE;CH;8592902;46.220501, 6.150032;Y
SECH02;Collège de Sécheron;GENÈVE;CH;8592902;46.220692, 6.150014;N
SECH03;Sécheron;GENÈVE;CH;8592902;46.220371, 6.149672;N
SERF00;Sézegnin-Le Renfort;AVUSY;CH;8592636;46.144245, 6.009532;Y
SERF01;Sézegnin-Le Renfort;AVUSY;CH;8592636;46.144386, 6.009308;Y
SERT00;Servette;VETRAZ-MONTHOUX;FR;8595855;46.180935, 6.248755;N
SERT01;Servette;VETRAZ-MONTHOUX;FR;8595855;46.181419, 6.248963;N
SEUJ00;Seujet;GENÈVE;CH;8592904;46.203949, 6.132179;Y
SEYM01;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206841, 6.201216;Y
SEYM02;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.207455, 6.200774;N
SEZG00;Sézegnin-Village;AVUSY;CH;8587089;46.144207, 6.011125;Y
SEZG01;Sézegnin-Village;AVUSY;CH;8587089;46.144176, 6.011293;Y
SGAN00;Saint-Genis, Allondon Nord;SAINT-GENIS-POUILLY;FR;1402499;46.263687, 6.030743;Y
SGCE00;Saint-Genis-Théâtre;SAINT-GENIS-POUILLY;FR;1401794;46.242382, 6.022218;Y
SGNY02;Ségny-Centre;SÉGNY;FR;1401800;46.297409, 6.074366;Y
SGPO00;Saint Genis-Pouilly;SAINT-GENIS-POUILLY;FR;;46.254509, 6.035343;N
SHUM01;Saint-Genis-Schuman;SAINT-GENIS-POUILLY;FR;1401793;46.242607, 6.034647;Y
SIBO00;SIBOS;LE GRAND-SACONNEX;CH;;46.232918, 6.119461;N
SIER00;Sierne;VEYRIER;CH;8593213;46.177021, 6.179604;Y
SIGL00;SIG Lignon;VERNIER;CH;8593171;46.205906, 6.104389;Y
SIHH01;SIHH (Palexpo);LE GRAND-SACONNEX;CH;8592950;46.233322, 6.118495;N
SILO00;Sillons;THÔNEX;CH;8593122;46.200706, 6.215712;Y
SILO01;Sillons;THÔNEX;CH;8593122;46.200424, 6.215031;Y
SISM99;L.-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.20219, 6.195815;Y
SJBE01;Saint-Julien-Berthollet;SAINT-JULIEN-EN-GENEVOIS;FR;1402004;46.14344, 6.085633;N
SJDO01;Saint-Julien-Douane;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150677, 6.089028;Y
SJGA0;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;;N
SJGA03;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;46.142281, 6.085775;N
SJHU00;Saint-Julien-Hutins;SAINT-JULIEN-EN-GENEVOIS;FR;1401797;46.148335, 6.086031;Y
SJRL00;Saint-Julien-Route de Lathoy;SAINT-JULIEN-EN-GENEVOIS;FR;1401798;46.141842, 6.095058;N
SJSN98;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142002, 6.08493;N
SLEG00;Genève, Saint-Léger;GENÈVE;CH;8511618;46.198421, 6.147561;Y
SLSI01;La Salésienne;VEYRIER;CH;8593201;46.168873, 6.180544;Y
SLSI03;La Salésienne;VEYRIER;CH;8593201;46.1684, 6.180192;Y
SLSI99;La Salésienne;VEYRIER;CH;8593201;46.493847, 6.136055;N
SMAU00;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253395, 6.216642;Y
SMAU98;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253296, 6.215904;N
SNDT00;Stand;GENÈVE;CH;8592906;46.203705, 6.139869;N
SOBB02;Soral, Bois-de-By;SORAL;CH;8511716;46.140083, 6.040483;N
SOCI98;Contrat-Social;GENÈVE;CH;8592811;46.206711, 6.119524;N
SODO00;Soral, douane;SORAL;CH;8510608;46.137108, 6.036121;Y
SODO01;Soral, douane;SORAL;CH;8510608;46.137127, 6.036081;N
SOLE00;Le Soleil;CORSIER;CH;8592762;46.259594, 6.228345;Y
SOLE01;Le Soleil;CORSIER;CH;8592762;46.259346, 6.227883;Y
SOLY01;Route de Soly;FILLINGES;FR;8595983;46.157505, 6.320652;N
SONN02;Sonnex;LE GRAND-SACONNEX;CH;8503331;46.227127, 6.12229;N
SOPR00;Sous Pressy;VANDOEUVRES;CH;8508113;46.227112, 6.209764;Y
SOPR01;Sous Pressy;VANDOEUVRES;CH;8508113;46.227066, 6.209623;Y
SORB02;Sorbier;VERNIER;CH;8593172;46.216728, 6.068624;Y
SOUS01;Sac.-Arve-Dessous;PLAN-LES-OUATES;CH;8587088;46.162926, 6.125639;N
SOUS02;Sac.-Arve-Dessous;PLAN-LES-OUATES;CH;8587088;46.16275, 6.126343;N
SOUS03;Sac.-Arve-Dessous;PLAN-LES-OUATES;CH;8587088;46.162819, 6.126483;N
SPOR02;Parc-des-Sports;GENÈVE;CH;8592875;46.21019, 6.117062;N
SPRE01;Site de Prevessin 1;PRÉVESSIN-MOËNS;FR;;46.260307, 6.058227;N
SRMA01;Soral, Faubourg;SORAL;CH;8587091;46.142788, 6.040414;Y
SRRL00;Soral-Rte-Laconnex;SORAL;CH;8587390;46.144184, 6.043394;N
SRRL02;Soral-Rte-Laconnex;SORAL;CH;8587390;46.044739, 6.143383;N
SRRL03;Soral-Rte-Laconnex;SORAL;CH;8587390;46.044739, 6.143383;N
SRVE00;Serves;PLAN-LES-OUATES;CH;8593068;46.167057, 6.132895;Y
SRVE99;Serves;PLAN-LES-OUATES;CH;8593068;46.165188, 6.130583;N
SRVI02;Soral, église;SORAL;CH;8595044;46.144562, 6.043993;N
SSCH00;Sous-Chevrens;ANIÈRES;CH;8592622;46.286507, 6.233846;N
SSCH02;Sous-Chevrens;ANIÈRES;CH;8592622;46.286968, 6.234704;Y
SSRT00;Esserts;ANNEMASSE;FR;;46.200703, 6.264236;N
SSRT01;Esserts;ANNEMASSE;FR;;46.200859, 6.264344;N
SSUS01;Sac.-Arve-Dessus;PLAN-LES-OUATES;CH;;46.15733, 6.12567;N
STAL01;De-Staël;LANCY;CH;8592670;46.17588, 6.132192;Y
STAL98;De-Staël;LANCY;CH;8592670;46.17617, 6.132598;N
STGE04;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.181446, 6.128923;Y
STGE07;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.179977, 6.12857;N
STGEST;Grand-Lancy, Stade de Genève Stationnement;LANCY;CH;8588802;46.181187, 6.128948;N
STND00;Stand;GENÈVE;CH;8592906;46.203667, 6.139831;Y
STND02;Stand;GENÈVE;CH;8592906;46.203995, 6.139953;Y
STND03;Stand;GENÈVE;CH;8592906;46.20414, 6.140182;Y
STND05;Stand;GENÈVE;CH;8592906;46.203651, 6.141438;N
STND98;Stand;GENÈVE;CH;8592906;46.493847, 6.136055;N
STND99;Stand;GENÈVE;CH;8592906;46.203583, 6.141012;N
STRC01;Stade Trois-Chêne;CHÊNE-BOURG;CH;8592716;46.192028, 6.192057;Y
STRC99;Stade Trois-Chêne;CHÊNE-BOURG;CH;8592716;46.192024, 6.192154;N
STRL00;Starling Hôtel;LE GRAND-SACONNEX;CH;;46.236504, 6.119213;N
SUIT01;Suite-Novotel;VERNIER;CH;;46.21899, 6.114792;N
SUMO00;Sur-le-Moulin;AVUSY;CH;8592639;46.143719, 6.01924;Y
SUSE00;Susette;LE GRAND-SACONNEX;CH;8592951;46.238277, 6.123654;Y
SUSE01;Susette;LE GRAND-SACONNEX;CH;8592951;46.237553, 6.123567;Y
SVEY00;Vessy-Stand de tir;VEYRIER;CH;8593214;46.174725, 6.167743;Y
SVEY02;Vessy-Stand de tir;VEYRIER;CH;8593214;46.174271, 6.169968;Y
SWIS00;Swissôtel;GENÈVE;CH;;46.203289, 6.151844;N
SYCM00;Satigny-Champ Magnin;SATIGNY;CH;8507416;46.21677, 6.036142;Y
SYCM01;Satigny-Champ Magnin;SATIGNY;CH;8507416;46.216866, 6.036011;Y
SYCS00;Satigny-Centre sportif;SATIGNY;CH;8595228;46.210098, 6.035628;Y
SYDE00;Satigny-Dessous;SATIGNY;CH;;46.216923, 6.035867;N
SYEG00;Satigny-Temple;SATIGNY;CH;8593103;46.218292, 6.030543;Y
SYEG01;Satigny-Temple;SATIGNY;CH;8593103;46.218109, 6.030457;Y
SYGA01;Satigny-Gare;SATIGNY;CH;8587389;46.214474, 6.03755;Y
SYGAST;Satigny-Gare stationnement;SATIGNY;CH;8587389;46.215118, 6.0387;N
SYMA01;Satigny-Mairie;SATIGNY;CH;8593101;46.216564, 6.031767;Y
SYPO98;Satigny-Poste;SATIGNY;CH;8593102;46.215954, 6.033027;N
TABO01;Taboret;SATIGNY;CH;8593104;46.204559, 6.023279;N
TABO03;Taboret;SATIGNY;CH;8593104;46.202641, 6.019854;N
TANI01;Taninges;CRANVES-SALES;FR;8595857;46.180462, 6.288009;N
TATT01;Route des Tattes;CRANVES-SALES;FR;8595998;46.183899, 6.279699;N
TCAR01;Carouge-Tours;CAROUGE;CH;8587037;46.18259, 6.136188;Y
TCAR03;Carouge-Tours;CAROUGE;CH;8587037;46.183674, 6.135878;Y
TCAR98;Carouge-Tours;CAROUGE;CH;8587037;46.183495, 6.137671;N
TCARST;Carouge-Tours (Stationnement);CAROUGE;CH;8587037;46.182426, 6.136217;N
TCS00;Parking TCS;VERNIER;CH;8505488;46.222614, 6.086869;N
TCS100;Parking TCS1;VERNIER;CH;;46.222462, 6.089064;N
TEPP01;Chemin des Teppes;VETRAZ-MONTHOUX;FR;8595903;46.186413, 6.273687;N
TERO01;Terroux;MEYRIN;CH;8593020;46.224087, 6.10874;N
TERR01;Terret;SAINT-CERGUES;FR;8595858;46.239838, 6.324861;N
TGIN00;Tougin-Hôpital;GEX;FR;1401811;46.322079, 6.057216;N
THMA01;Thoiry-Mairie;THOIRY;FR;1402567;46.236298, 5.980433;Y
THMA03;Thoiry-Mairie;THOIRY;FR;1402567;46.238422, 5.981114;Y
TIFF00;Tiffany;GENÈVE;CH;;46.203526, 6.139727;N
TILL98;Dardagny-Les Tilleuls;DARDAGNY;CH;8592770;46.191055, 5.997784;N
TLIG00;Lignon-Tours;VERNIER;CH;8593173;46.200974, 6.093081;Y
TLIG02;Lignon-Tours;VERNIER;CH;8593173;46.200802, 6.093307;Y
TMOU01;Terre Mousson;SATIGNY;CH;8593105;46.197346, 6.056052;Y
TNEL01;Tournelles;VILLE-LA-GRAND;FR;8595859;46.197529, 6.243172;N
TOCO00;Tour-de-Contrôle;MEYRIN;CH;8593021;46.228668, 6.103974;Y
TRBL01;Trèfle-Blanc;PLAN-LES-OUATES;CH;8593070;46.171516, 6.125251;Y
TRBL02;Trèfle-Blanc;PLAN-LES-OUATES;CH;8593070;46.171951, 6.124931;N
TREU00;Treulaz;AIRE-LA-VILLE;CH;8592620;46.185928, 6.04537;N
TRIZ00;Triaz;HERMANCE;CH;8592957;46.295971, 6.243149;Y
TRIZ01;Triaz;HERMANCE;CH;8592957;46.296341, 6.24318;Y
TRLL01;La Traille;ONEX;CH;8593029;46.18441, 6.094177;Y
TRMB98;Trembley;GENÈVE;CH;8592913;46.217541, 6.126845;N
TRNT00;Tronchet;THÔNEX;CH;8593116;46.192768, 6.203518;N
TRNT07;Tronchet;THÔNEX;CH;8593116;46.195385, 6.205246;Y
TRNT08;Tronchet;THÔNEX;CH;8593116;46.195644, 6.205759;Y
TRSI02;Terrassière;GENÈVE;CH;8592910;46.200729, 6.155241;Y
TRSI03;Terrassière;GENÈVE;CH;8592910;46.201035, 6.155883;Y
TRSI97;Terrassière;GENÈVE;CH;8592910;46.201054, 6.156063;N
TRTI02;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.244034, 6.123385;Y
TRTI07;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.242702, 6.122824;N
TUIL00;La Tuilière;AVUSY;CH;8592635;46.149277, 6.006435;Y
TULE01;Les Tuileries-Gare;BELLEVUE;CH;8503229;46.250359, 6.146459;Y
TULE98;Les Tuileries-Gare;BELLEVUE;CH;8503229;46.250462, 6.146262;N
TULL00;Tullette;COLOGNY;CH;;46.044739, 6.143383;N
TVDO00;Thônex-Vallard;THÔNEX;CH;8593124;46.189163, 6.199946;Y
TVDO01;Thônex-Vallard;THÔNEX;CH;8593124;46.189266, 6.199743;N
TVER00;Taverney;LE GRAND-SACONNEX;CH;8592952;46.230595, 6.117176;Y
TXVI00;Troinex-Ville;TROINEX;CH;8588195;46.159283, 6.144371;N
UBER01;Petit-Lancy, Morgines;LANCY;CH;8592986;46.193069, 6.109522;Y
UIT01;UIT;GENÈVE;CH;8592914;46.221024, 6.136825;N
UNIM99;Uni-Mail;GENÈVE;CH;8592915;46.195499, 6.141982;Y
VACC00;Vandoeuvres-Centre communal;VANDOEUVRES;CH;8508248;46.223907, 6.205923;Y
VALP01;Valeury Lycée Professionnel;ANNEMASSE;FR;8595861;46.185162, 6.236552;N
VALY00;Bernex-Vailly;BERNEX;CH;8508134;46.172379, 6.060919;N
VALY03;Bernex-Vailly;BERNEX;CH;8508134;46.175034, 6.060995;Y
VALY06;Bernex-Vailly;BERNEX;CH;8508134;46.175156, 6.061639;Y
VALY98;Bernex-Vailly;BERNEX;CH;8508134;46.17086, 6.059222;N
VALYST;Vailly arrêt de stationnement;BERNEX;CH;8508134;46.171398, 6.06018;N
VAND00;Vandoeuvres-Village;VANDOEUVRES;CH;8587094;46.221416, 6.20296;Y
VAND01;Vandoeuvres-Village;VANDOEUVRES;CH;8587094;46.221336, 6.203064;Y
VARV98;Val-d'Arve;CAROUGE;CH;8592682;46.184692, 6.15024;N
VARV99;Val-d'Arve;CAROUGE;CH;8592682;46.184666, 6.149782;N
VATH01;Thoiry-Centre commercial;THOIRY;FR;1401257;46.22707, 5.992463;Y
VAUD02;Vaudagne;MEYRIN;CH;8593022;46.233337, 6.077074;N
VCHA00;Vieux Château;VILLE-LA-GRAND;FR;8595866;46.19949, 6.251602;N
VCHA01;Vieux Château;VILLE-LA-GRAND;FR;8595866;46.199474, 6.251745;N
VDOU01;Veyrier-Douane;ETREMBIÈRES;FR;8587905;46.166142, 6.188479;N
VEBO01;Vessy, Bochère;VEYRIER;CH;8511619;46.178669, 6.164413;Y
VECR01;Vernier-Gare/Croisette;VERNIER;CH;8593155;46.219044, 6.092868;Y
VECS00;Vessy, Centre sportif;VEYRIER;CH;8512112;46.183437, 6.164871;Y
VEGE00;Vessy-Grands-Esserts_EB;VEYRIER;CH;;46.176304, 6.162289;N
VEGR02;Vernier-Gare/Renfile;VERNIER;CH;8593169;46.219177, 6.095924;Y
VEGR03;Vernier-Gare/Renfile;VERNIER;CH;8593169;46.21999, 6.096047;Y
VEGY01;Veigy-Village;VEIGY-FONCENEX;FR;1401813;46.269165, 6.258106;N
VELO01;Vélodrome;PLAN-LES-OUATES;CH;8593071;46.167439, 6.115858;Y
VEMA00;Vernier-Marché;VERNIER;CH;8593176;46.215282, 6.081828;Y
VERB00;Verbant;PLAN-LES-OUATES;CH;8595038;46.157276, 6.125582;Y
VERD00;Verdun;ANNEMASSE;FR;8595862;46.186623, 6.242854;N
VERD02;Verdun;ANNEMASSE;FR;8595862;46.185619, 6.242306;N
VERN04;Vernes;MEYRIN;CH;8593023;46.044739, 6.143383;N
VEVI00;Vernier-Village;VERNIER;CH;8593177;46.212498, 6.078956;Y
VGEG00;Ville-la-Grand Église;VILLE-LA-GRAND;FR;8595867;46.203331, 6.249018;N
VGEG01;Ville-la-Grand Église;VILLE-LA-GRAND;FR;8595867;46.202869, 6.24939;N
VGES00;Vessy, Grands-Esserts;VEYRIER;CH;8511620;46.176331, 6.162279;Y
VGES01;Vessy, Grands-Esserts;VEYRIER;CH;8511620;46.176785, 6.162851;Y
VGES02;Vessy, Grands-Esserts;VEYRIER;CH;8511620;46.175838, 6.162562;Y
VGGA01;Veigy St Hubert - Gare;VEIGY-FONCENEX;FR;;46.267715, 6.263905;N
VGHV00;Ville-la-Grand Hôtel de ville;VILLE-LA-GRAND;FR;;;N
VGRD00;Ville-la-Grand, église;VILLE-LA-GRAND;FR;;46.203335, 6.24906;N
VICH01;Vy-des-Champs;GENÈVE;CH;8592926;46.231361, 6.132235;N
VIDO00;Vidollet;GENÈVE;CH;8592921;46.21777, 6.136591;Y
VIDO01;Vidollet;GENÈVE;CH;8592921;46.217064, 6.136751;Y
VIDO97;Vidollet;GENÈVE;CH;8592921;46.217491, 6.136268;N
VIDO98;Vidollet;GENÈVE;CH;8592921;46.216808, 6.137527;N
VIEG00;Viry-Eglise;VIRY;FR;1401843;46.118889, 6.037326;Y
VIHU00;Victor-Hugo;SAINT-GENIS-POUILLY;FR;;46.248634, 6.030971;N
VILL00;Villereuse;GENÈVE;CH;8592924;46.2006, 6.158743;Y
VILL01;Villereuse;GENÈVE;CH;8592924;46.200729, 6.158274;Y
VILL99;Villereuse;GENÈVE;CH;8592924;46.200764, 6.157975;N
VIMO01;Vieux Moulins;SAINT-JULIEN-EN-GENEVOIS;FR;8593232;46.13953, 6.068388;N
VIVE00;Viry, Veigy;VIRY;FR;;46.135796, 6.027342;N
VLON01;Vallon;CHÊNE-BOUGERIES;CH;8592701;46.192528, 6.1815;Y
VLON02;Vallon;CHÊNE-BOUGERIES;CH;8592701;46.192894, 6.183125;Y
VLRS00;Velours;GENÈVE;CH;8592918;46.189404, 6.167284;Y
VLRS01;Velours;GENÈVE;CH;8592918;46.190228, 6.166979;Y
VMHV00;Vétraz-Monthoux chef-lieu;VETRAZ-MONTHOUX;FR;8595865;46.174046, 6.258437;N
VMHV01;Vétraz-Monthoux chef-lieu;VETRAZ-MONTHOUX;FR;8595865;46.173717, 6.258754;N
VOIT00;Voituriers;MEYRIN;CH;;46.224174, 6.076007;N
VOIT01;Voituriers;MEYRIN;CH;;46.224159, 6.076124;N
VORO00;Voirons;VILLE-LA-GRAND;FR;8595868;46.201046, 6.263514;N
VPIS00;Château Bleu;ANNEMASSE;FR;8595760;46.190144, 6.235755;N
VRAS01;Veyrier-Rasses;VEYRIER;CH;8593211;46.166622, 6.178601;Y
VRBE00;Varembé;GENÈVE;CH;8592917;46.22052, 6.14009;Y
VRBE01;Varembé;GENÈVE;CH;8592917;46.220779, 6.14055;Y
VRBE02;Varembé;GENÈVE;CH;8592917;46.221046, 6.140117;Y
VRDO99;Veyrier-Douane;VEYRIER;CH;8587905;46.493847, 6.136055;N
VREC01;Veyrier-Ecole;VEYRIER;CH;8587906;46.167675, 6.183187;Y
VREC02;Veyrier-Ecole;VEYRIER;CH;8587906;46.166931, 6.182233;N
VREC99;Veyrier-Ecole;VEYRIER;CH;8587906;46.166973, 6.182258;N
VRLP02;Vireloup;COLLEX-BOSSY;CH;8592723;46.261124, 6.125708;N
VRLP03;Vireloup;COLLEX-BOSSY;CH;8592723;46.263184, 6.125037;Y
VRLP04;Vireloup;COLLEX-BOSSY;CH;8592723;46.264023, 6.125548;Y
VRLP98;Vireloup;COLLEX-BOSSY;CH;8592723;46.263145, 6.125011;N
VRLP99;Vireloup;COLLEX-BOSSY;CH;8592723;46.264015, 6.125548;N
VRNA01;Vernaz;GAILLARD;FR;8595863;46.184364, 6.201066;N
VROT00;Veyrot;MEYRIN;CH;8593025;46.226894, 6.061381;Y
VROT01;Veyrot;MEYRIN;CH;8593025;46.227276, 6.062098;N
VROT99;Veyrot;MEYRIN;CH;8593025;46.2257, 6.063719;Y
VSEG01;Vésenaz-Eglise;COLLONGE-BELLERIVE;CH;8592733;46.237865, 6.199162;Y
VSNA00;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.239342, 6.197495;Y
VSNA01;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.239429, 6.197467;Y
VSNA96;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.239891, 6.19802;N
VSNA99;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.23925, 6.197394;N
VSNX00;Versonnex-Village;VERSONNEX;FR;1402571;46.301231, 6.095157;Y
VSUI01;Village-Suisse;GENÈVE;CH;8592923;46.201454, 6.135983;Y
VTIL01;Vétraz-Tilleuls;VETRAZ-MONTHOUX;FR;;;N
VTRN03;Veyrier-Tournettes;VEYRIER;CH;8589097;46.163326, 6.17882;Y
VTTE00;Villette;CHÊNE-BOUGERIES;CH;8592702;46.181541, 6.181623;Y
VUCL03;Vulbens, Chef-Lieu;VULBENS;FR;1402484;46.102131, 5.931602;N
VUCO00;Vulbens, Collège;VULBENS;FR;1402485;46.10585, 5.958017;N
VUCO01;Vulbens, Collège;VULBENS;FR;1402485;46.104706, 5.958785;N
VUIL00;Bernex-Vuillonnex;BERNEX;CH;8592665;46.17783, 6.078966;Y
VVRA02;Valavran;BELLEVUE;CH;8592649;46.256752, 6.139329;Y
VVRA03;Valavran;BELLEVUE;CH;8592649;46.256554, 6.139062;Y
VXAR98;Versoix-Argand;VERSOIX;CH;8593182;46.285976, 6.165874;N
VXBO01;Versoix-Bourg;VERSOIX;CH;8593191;46.277081, 6.167415;Y
VXBO98;Versoix-Bourg;VERSOIX;CH;8593191;46.278591, 6.166416;N
VXGA98;Versoix-Gare;VERSOIX;CH;8587095;46.279861, 6.167441;N
VXLA01;Versoix-Lachenal;VERSOIX;CH;8593181;46.28376, 6.16308;Y
VXSI01;Versoix-La Scie;VERSOIX;CH;8593186;46.274559, 6.167967;Y
VYAC01;Valleiry, L'Acquit;VALLEIRY;FR;1402623;46.109798, 5.977883;N
VYGA01;Valleiry-Gare;VALLEIRY;FR;1401849;46.107998, 5.968283;N
VYGA02;Valleiry-Gare;VALLEIRY;FR;1401849;46.108059, 5.968265;N
WARW00;Warwick / Cristal;GENÈVE;CH;;46.210865, 6.14419;N
WARW01;Warwick / Cristal;GENÈVE;CH;;46.210957, 6.143984;N
WEND00;Wendt;GENÈVE;CH;8592928;46.210789, 6.127013;Y
WEND01;Wendt;GENÈVE;CH;8592928;46.211769, 6.127521;Y
WIFA00;William-Favre;GENÈVE;CH;;46.044739, 6.143383;N
WILS00;Wilson;GENÈVE;CH;;46.214954, 6.149865;N
WILS98;Président Wilson;GENÈVE;CH;;46.214176, 6.152129;N
WILS99;Président Wilson;GENÈVE;CH;;46.214165, 6.151923;N
WTC00;WTC;MEYRIN;CH;8592929;46.229416, 6.106353;Y
XPAQU1;Pâquis;GENÈVE;CH;;46.209145, 6.151313;N
ZBOR01;ZI Borly;CRANVES-SALES;FR;8595869;46.183022, 6.279744;N
ZBOR02;ZI Borly;CRANVES-SALES;FR;8595869;46.183758, 6.280349;N
ZENI00;Ferney, Zenitude;FERNEY-VOLTAIRE;FR;1402578;46.261166, 6.113297;N
ZIMC01;Meyrin, ZIMEYSA centre;MEYRIN;CH;8512056;46.225204, 6.059987;N
ZIMG00;ZIMEYSA-Gare;MEYRIN;CH;8593011;46.220123, 6.065208;Y
ZIMG04;ZIMEYSA-Gare;MEYRIN;CH;8593011;46.221958, 6.063619;Y
ZIMO02;ZIMOGA;VERNIER;CH;8593180;46.219757, 6.076727;Y
ZIMO03;ZIMOGA;VERNIER;CH;8593180;46.219604, 6.076795;Y
ZIMS98;ZIMEYSA;SATIGNY;CH;8595952;46.221531, 6.075538;N
ZIMS99;ZIMEYSA;SATIGNY;CH;8595952;46.220634, 6.051885;N
ZIMW00;ZIMEYSA-Ouest;SATIGNY;CH;8595952;46.221027, 6.052469;Y
ZIPL00;ZIPLO;PLAN-LES-OUATES;CH;8593073;46.166618, 6.102929;N
ZIPL10;ZIPLO;PLAN-LES-OUATES;CH;8593073;46.166588, 6.103098;Y
ZIPL11;ZIPLO;PLAN-LES-OUATES;CH;8593073;46.166336, 6.102521;Y
ZIPLE;ZIPLO - Etude;PLAN-LES-OUATES;CH;8593073;46.16687, 6.103687;N
ZIPLO02;;;CH;;;N
ZMOU00;ZI Les Moulins;SAINT-JULIEN-EN-GENEVOIS;FR;8595048;46.138454, 6.068416;N
_CYDNF;Chancy-Dne_F;POUGNY;FR;;46.144291, 5.964744;Y
_GSDNF;Grand-Saconnex-Dne - F;FERNEY-VOLTAIRE;FR;;46.248657, 6.120783;Y
_HEDOF;Hermance-Dne - F;CHENS-SUR-LÉMAN;FR;;46.302719, 6.247532;Y
_LADNS;Landecy-Dne - CH;BARDONNEX;CH;;46.141899, 6.132539;Y
_MIDNF;Mon-Idée-Douane - F;AMBILLY;FR;;46.201378, 6.224491;N
_MIDNS;Mon-Idée-Douane - S;PUPLINGE;CH;;46.201454, 6.224524;N
_PEDOS;Perly-Dne - CH;PERLY-CERTOUX;CH;;46.151379, 6.089943;Y
_PLDOF;La Plaine-Dne - F;CHALLEX;FR;;46.177319, 5.991244;Y
22CT00;22-Cantons (Gare Cornavin);GENÈVE;CH;8519455;46.208305, 6.142027;N
22CT02;22-Cantons (Gare Cornavin);GENÈVE;CH;8519455;;N
2MON00;Deux Montagnes;VILLE-LA-GRAND;FR;8595775;46.207569, 6.280971;N
31DC00;31 Décembre;GENÈVE;CH;8592773;46.201679, 6.161931;Y
ABBA00;Presinge, L'Abbaye;PRESINGE;CH;8592965;46.222214, 6.251443;Y
ABHP00;Ambilly ancien hôpital;AMBILLY;FR;8595740;46.197166, 6.227464;N
ABON01;Abondance;VILLE-LA-GRAND;FR;8595734;46.203274, 6.265008;N
ACAC98;Acacias;GENÈVE;CH;8592774;46.19553, 6.141932;N
ACCM00;Archamps-Communauté-Communes;ARCHAMPS;FR;1401703;46.13802, 6.117425;N
ACCV00;Archamps-Centre de convention;ARCHAMPS;FR;1401702;46.136189, 6.123203;N
ACIA00;Acacias (F);AMBILLY;FR;8595365;46.191887, 6.220741;N
ACIA01;Acacias (F);AMBILLY;FR;8595365;46.191795, 6.220627;N
ACLP00;Avusy-Creux-du-Loup;AVUSY;CH;8595011;46.151794, 5.995663;Y
ACLP01;Avusy-Creux-du-Loup;AVUSY;CH;8595011;46.152206, 5.996209;N
ADLI99;Adrien Ligué;ANNEMASSE;FR;8595735;46.1931, 6.232698;N
AE4700;Aéroport-P47;LE GRAND-SACONNEX;CH;8596098;46.240807, 6.12201;Y
AE47ST;Aéroport-P47 (Stationnement);LE GRAND-SACONNEX;CH;8596098;46.240807, 6.12207;N
AEDR00;Aérodrome;ANNEMASSE;FR;8595736;46.196819, 6.262374;N
